period,english_applicants,tamil_applicants,english_government_allotments,tamil_government_allotments,english_government_allotment_rate,tamil_government_allotment_rate,english_to_tamil_rate_ratio,scope
pre_neet,140210,42897,11564,2959,0.08247628557164254,0.06897918269342844,1.1956692200631125,Tamil Nadu; ordinary admissions; aggregated years in Table 7.18
post_neet,113084,5919,10746,257,0.09502670581160907,0.043419496536577125,2.1885722634198994,Tamil Nadu; ordinary admissions; aggregated years in Table 7.18
