marks,candidates,share,cumulative_share
491,1508,0.0006463331736073192,0.9049543066448019
492,1470,0.0006300462633970551,0.9055843529081989
493,1435,0.0006150451618876015,0.9061993980700865
494,1434,0.0006146165589873314,0.9068140146290739
495,1574,0.0006746209650251462,0.907488635594099
496,1427,0.0006116163386854406,0.9081002519327844
497,1443,0.0006184739850897623,0.9087187259178742
498,1426,0.0006111877357851705,0.9093299136536593
499,1386,0.0005940436197743663,0.9099239572734337
500,1571,0.0006733351563243358,0.910597292429758
501,1470,0.0006300462633970551,0.911227338693155
502,1534,0.000657476849014342,0.9118848155421693
503,1401,0.0006004726632784179,0.9124852882054477
504,1395,0.0005979010458767972,0.9130831892513245
505,1599,0.0006853360375318987,0.9137685252888563
506,1423,0.0006099019270843602,0.9143784272159406
507,1379,0.0005910433994724756,0.9149694706154131
508,1364,0.000584614355968424,0.9155540849713816
509,1342,0.0005751850921624816,0.916129270063544
510,1582,0.000678049788227307,0.9168073198517713
511,1448,0.0006206169995911128,0.9174279368513625
512,1409,0.0006039014864805787,0.9180318383378431
513,1351,0.0005790425182649126,0.918610880856108
514,1320,0.0005657558283565393,0.9191766366844645
515,1527,0.0006544766287124512,0.9198311133131769
516,1347,0.0005773281066638322,0.9204084414198407
517,1299,0.0005567551674508671,0.9209651965872916
518,1387,0.0005944722226746364,0.9215596688099662
519,1366,0.0005854715617689642,0.9221451403717351
520,1469,0.000629617660496785,0.9227747580322319
521,1343,0.0005756136950627517,0.9233503717272946
522,1339,0.0005738992834616713,0.9239242710107562
523,1326,0.00056832744575816,0.9244925984565144
524,1255,0.0005378966398389824,0.9250304950963534
525,1440,0.000617188176388952,0.9256476832727424
526,1354,0.0005803283269657229,0.9262280115997081
527,1328,0.0005691846515587001,0.9267971962512669
528,1352,0.0005794711211651827,0.9273766673724321
529,1261,0.0005404682572406031,0.9279171356296727
530,1464,0.0006274746459954345,0.9285446102756681
531,1288,0.0005520405355478959,0.9290966508112161
532,1360,0.0005828999443673436,0.9296795507555834
533,1234,0.0005288959789333102,0.9302084467345167
534,1229,0.0005267529644319598,0.9307351996989487
535,1386,0.0005940436197743663,0.931329243318723
536,1282,0.0005494689181462753,0.9318787122368692
537,1315,0.0005636128138551888,0.9324423250507244
538,1331,0.0005704704602595105,0.9330127955109839
539,1256,0.0005383252427392526,0.9335511207537232
540,1458,0.0006249030285938138,0.934176023782317
541,1320,0.0005657558283565393,0.9347417796106735
542,1228,0.0005263243615316896,0.9352681039722052
543,1254,0.0005374680369387123,0.9358055720091438
544,1191,0.0005104660542216957,0.9363160380633655
545,1489,0.0006381897185021872,0.9369542277818677
546,1228,0.0005263243615316896,0.9374805521433993
547,1283,0.0005498975210465455,0.9380304496644458
548,1305,0.0005593267848524878,0.9385897764492983
549,1166,0.000499750981714943,0.9390895274310133
550,1461,0.0006261888372946242,0.9397157162683079
551,1235,0.0005293245818335803,0.9402450408501415
552,1235,0.0005293245818335803,0.9407743654319751
553,1259,0.0005396110514400629,0.9413139764834152
554,1264,0.0005417540659414134,0.9418557305493566
555,1421,0.00060904472128382,0.9424647752706404
556,1312,0.0005623270051543785,0.9430271022757948
557,1217,0.0005216097296287185,0.9435487120054235
558,1166,0.000499750981714943,0.9440484629871384
559,1215,0.0005207525238281783,0.9445692155109666
560,1475,0.0006321892778984057,0.945201404788865
561,1252,0.0005366108311381721,0.9457380156200033
562,1187,0.0005087516426206152,0.9462467672626239
563,1183,0.0005070372310195349,0.9467538044936434
564,1203,0.000515609289024937,0.9472694137826684
565,1450,0.000621474205391653,0.94789088798806
566,1289,0.000552469138448166,0.9484433571265082
567,1154,0.0004946077469117017,0.9489379648734199
568,1208,0.0005177523035262874,0.9494557171769461
569,1143,0.0004898931150087307,0.9499456102919548
570,1376,0.0005897575907716652,0.9505353678827264
571,1291,0.0005533263442487063,0.9510886942269752
572,1104,0.0004731776018981965,0.9515618718288734
573,1139,0.00048817870340765024,0.9520500505322811
574,1144,0.0004903217179090007,0.9525403722501901
575,1392,0.000596615237175987,0.9531369874873661
576,1184,0.000507465833919805,0.9536444533212859
577,1152,0.0004937505411111616,0.954138203862397
578,1184,0.000507465833919805,0.9546456696963168
579,1091,0.00046760576419468513,0.9551132754605115
580,1424,0.0006103305299846303,0.9557236059904961
581,1155,0.000495036349811972,0.9562186423403081
582,1152,0.0004937505411111616,0.9567123928814192
583,1174,0.0005031798049171039,0.9572155726863363
584,1068,0.00045774789748847275,0.9576733205838247
585,1345,0.000576470900863292,0.958249791484688
586,1164,0.0004988937759144029,0.9587486852606024
587,1142,0.0004894645121084606,0.9592381497727108
588,1060,0.00045431907428631187,0.9596924688469971
589,1075,0.0004607481177903635,0.9601532169647875
590,1323,0.0005670416370573496,0.9607202586018448
591,1158,0.0004963221585127822,0.9612165807603577
592,1117,0.0004787494396017079,0.9616953301999593
593,1046,0.0004483186336825304,0.9621436488336419
594,1076,0.00046117672069063357,0.9626048255543326
595,1388,0.0005949008255749065,0.9631997263799075
596,1145,0.0004907503208092708,0.9636904767007167
597,1126,0.00048260686570413886,0.9641730835664208
598,1089,0.00046674855839414495,0.964639832124815
599,951,0.0004076013581568704,0.9650474334829718
600,1428,0.0006120449415857107,0.9656594784245576
601,1163,0.0004984651730141328,0.9661579435975717
602,1101,0.0004718917931973862,0.9666298353907691
603,1048,0.00044917583948307063,0.9670790112302522
604,949,0.00040674415235633014,0.9674857553826085
605,1360,0.0005828999443673436,0.9680686553269758
606,1100,0.0004714631902971161,0.968540118517273
607,1078,0.0004620339264911738,0.9690021524437641
608,1059,0.0004538904713860418,0.9694560429151501
609,925,0.0003964576827498476,0.9698525005979
610,1381,0.0005919006052730158,0.970444401203173
611,1112,0.0004766064251003574,0.9709210076282734
612,1031,0.00044188959017847884,0.9713628972184518
613,988,0.0004234596654668643,0.9717863568839187
614,963,0.00041274459296011167,0.9721991014768788
615,1404,0.0006017584719792281,0.972800859948858
616,1101,0.0004718917931973862,0.9732727517420554
617,1146,0.0004911789237095409,0.9737639306657649
618,1027,0.00044017517857739837,0.9742041058443424
619,924,0.0003960290798495775,0.974600134924192
620,1349,0.0005781853124643724,0.9751783202366563
621,1109,0.00047532061639954707,0.9756536408530558
622,1057,0.00045303326558550155,0.9761066741186414
623,971,0.0004161734161622725,0.9765228475348037
624,806,0.00034545393761770506,0.9768683014724214
625,1323,0.0005670416370573496,0.9774353431094788
626,1071,0.000459033706189283,0.977894376815668
627,1024,0.0004388893698765881,0.9783332661855446
628,891,0.00038188518414066403,0.9787151513696852
629,764,0.00032745261580636065,0.9790426039854916
630,1344,0.0005760422979630219,0.9796186462834546
631,1038,0.0004448898104803696,0.980063536093935
632,979,0.0004196022393644333,0.9804831383332995
633,819,0.00035102577532121644,0.9808341641086207
634,677,0.00029016416348286145,0.9811243282721035
635,1313,0.0005627556080546486,0.9816870838801581
636,1027,0.00044017517857739837,0.9821272590587355
637,905,0.0003878856247444455,0.98251514468348
638,820,0.00035145437822148653,0.9828665990617015
639,681,0.00029187857508394187,0.9831584776367854
640,1323,0.0005670416370573496,0.9837255192738428
641,1033,0.000442746795979019,0.9841682660698218
642,943,0.00040417253495470955,0.9845724386047765
643,739,0.000316737543299608,0.9848891761480761
644,621,0.00026616240106773557,0.9851553385491438
645,1344,0.0005760422979630219,0.9857313808471069
646,952,0.00040802996105714046,0.986139410808164
647,850,0.0003643124652295897,0.9865037232733936
648,737,0.0003158803374990678,0.9868196036108927
649,548,0.00023487438934801784,0.9870544780002407
650,1294,0.0005546121529495166,0.9876090901531902
651,919,0.000393886065348227,0.9880029762185384
652,807,0.00034588254051797515,0.9883488587590563
653,598,0.00025630453436152313,0.9886051632934179
654,487,0.0002087296124315414,0.9888138929058494
655,1263,0.0005413254630411433,0.9893552183688906
656,894,0.00038317099284147435,0.9897383893617321
657,746,0.0003197377636014987,0.9900581271253336
658,573,0.00024558946185477046,0.9903037165871884
659,390,0.00016715513110534115,0.9904708717182937
660,1334,0.0005717562689603208,0.9910426279872541
661,855,0.00036645547973094026,0.991409083466985
662,673,0.00028844975188178104,0.9916975332188668
663,502,0.000215158655935593,0.9919126918748024
664,367,0.00015729726439912874,0.9920699891392015
665,1241,0.000531896199235201,0.9926018853384367
666,748,0.00032059496940203895,0.9929224803078388
667,602,0.00025801894596260355,0.9931804992538014
668,397,0.0001701553514072319,0.9933506546052085
669,293,0.00012558064977914092,0.9934762352549877
670,1232,0.00052803877313277,0.9940042740281205
671,690,0.00029573600118637283,0.9943000100293069
672,501,0.00021473005303532288,0.9945147400823422
673,362,0.0001551542498977782,0.99466989433224
674,212,9.086381485726238e-05,0.9947607581470972
675,1207,0.0005173237006260174,0.9952780818477233
676,664,0.00028459232577935007,0.9955626741735026
677,422,0.00018087042391398453,0.9957435445974167
678,263,0.00011272256277103776,0.9958562671601877
679,160,6.857646404321689e-05,0.995924843624231
680,1111,0.00047617782220008725,0.9964010214464311
681,539,0.0002310169632455869,0.9966320384096766
682,343,0.0001470107947926462,0.9967790492044692
683,216,9.25782264583428e-05,0.9968716274309276
684,99,4.243168712674045e-05,0.9969140591180543
685,997,0.00042731709156929525,0.9973413762096236
686,513,0.00021987328783856414,0.9975612494974622
687,300,0.00012858087008103166,0.9976898303675432
688,140,6.000440603781478e-05,0.997749834773581
689,59,2.5287571115936228e-05,0.997775122344697
690,948,0.00040631554945606005,0.998181437894153
691,393,0.00016844093980615147,0.9983498788339592
692,191,8.186315395159016e-05,0.9984317419879108
693,74,3.171661461998781e-05,0.9984634586025308
694,28,1.2000881207562956e-05,0.9984754594837384
695,809,0.0003467397463185154,0.9988221992300569
696,265,0.00011357976857157797,0.9989357789986285
697,108,4.62891132291714e-05,0.9989820681118576
698,43,1.8429924711614538e-05,0.9990004980365692
699,11,4.714631902971161e-06,0.9990052126684722
700,686,0.0002940215895852924,0.9992992342580574
701,195,8.357756555267058e-05,0.9993828118236101
702,45,1.928713051215475e-05,0.9994020989541222
703,11,4.714631902971161e-06,0.9994068135860252
704,2,8.572058005402111e-07,0.9994076707918258
705,550,0.00023573159514855805,0.9996434023869744
706,100,4.286029002701055e-05,0.9996862626770013
707,25,1.0715072506752638e-05,0.999696977749508
708,3,1.2858087008103167e-06,0.9996982635582089
710,364,0.00015601145569831842,0.9998542750139072
711,45,1.928713051215475e-05,0.9998735621444194
712,7,3.000220301890739e-06,0.9998765623647212
715,217,9.30068293586129e-05,0.9999695691940799
716,10,4.286029002701055e-06,0.9999738552230826
720,61,2.6144776916476437e-05,0.999999999999999
