stratum_id,label,arms_race_scenario,bin_left,bin_right,share,count
english_can_afford_nonmetro_modest,English · can afford private · non-metro · modest prep,rivals_escalate_intensive,600.0,720.0,0.03685,1474.0
english_can_afford_metro_modest,English · can afford private · metro · modest prep,rivals_escalate_intensive,-180.0,0.0,0.0027,108.0
english_can_afford_metro_modest,English · can afford private · metro · modest prep,rivals_escalate_intensive,0.0,100.0,0.257775,10311.0
english_can_afford_metro_modest,English · can afford private · metro · modest prep,rivals_escalate_intensive,100.0,200.0,0.282775,11311.0
english_can_afford_metro_modest,English · can afford private · metro · modest prep,rivals_escalate_intensive,200.0,300.0,0.166275,6651.0
english_can_afford_metro_modest,English · can afford private · metro · modest prep,rivals_escalate_intensive,300.0,400.0,0.108275,4331.0
english_can_afford_metro_modest,English · can afford private · metro · modest prep,rivals_escalate_intensive,400.0,500.0,0.086075,3443.0
english_can_afford_metro_modest,English · can afford private · metro · modest prep,rivals_escalate_intensive,500.0,600.0,0.0549,2196.0
english_can_afford_metro_modest,English · can afford private · metro · modest prep,rivals_escalate_intensive,600.0,720.0,0.041225,1649.0
english_can_afford_metro_intensive,English · can afford private · metro · intensive prep,rivals_escalate_intensive,-180.0,0.0,0.001025,41.0
english_can_afford_metro_intensive,English · can afford private · metro · intensive prep,rivals_escalate_intensive,0.0,100.0,0.200375,8015.0
english_can_afford_metro_intensive,English · can afford private · metro · intensive prep,rivals_escalate_intensive,100.0,200.0,0.3165,12660.0
english_can_afford_metro_intensive,English · can afford private · metro · intensive prep,rivals_escalate_intensive,200.0,300.0,0.16665,6666.0
english_can_afford_metro_intensive,English · can afford private · metro · intensive prep,rivals_escalate_intensive,300.0,400.0,0.1207,4828.0
english_can_afford_metro_intensive,English · can afford private · metro · intensive prep,rivals_escalate_intensive,400.0,500.0,0.087475,3499.0
english_can_afford_metro_intensive,English · can afford private · metro · intensive prep,rivals_escalate_intensive,500.0,600.0,0.059525,2381.0
english_can_afford_metro_intensive,English · can afford private · metro · intensive prep,rivals_escalate_intensive,600.0,720.0,0.04775,1910.0
