source_file,round,sno,rank,allotted_quota,allotted_institute,course,allotted_category,candidate_category,remarks
019_final_result_round_3_ug_counselling_2024.pdf,3,1,655,Open Seat Quota,"AIIMS, Bhubaneswar, AT - Sijua, POST - DUMUDUMA, BHUBANESW AR-751019, Odisha, 751019",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,2,736,Open Seat Quota,"AIIMS, Raipur,Tatiban dh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,3,891,Open Seat Quota,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,4,947,Open Seat Quota,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,5,953,Open Seat Quota,"AIIMS, Nagpur,PLOT NO 2 SECTOR 20 MIHAN NAGPUR, Maharashtra, 441108",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,6,1002,Open Seat Quota,"AIIMS Bathinda ,Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,7,1033,All India,"S.M.S. MEDICAL COLLEGE, JAIPUR,JLN Marg, Jaipur, Rajasthan, 302004",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,8,1059,All India,"GOVT.MEDIC AL COLLEGE, AMRITSAR,CI RCULAR ROAD, AMRITSAR- 143001, Punjab, 143001",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,9,1068,Open Seat Quota,"INST.OF MED.SCIENC ES, BHU,VARANA SI,Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,10,1098,Open Seat Quota,"INST.OF MED.SCIENC ES, BHU,VARANA SI,Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,11,1104,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,12,1112,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,13,1135,Open Seat Quota,"AIIMS- Bhopal,,SAKE T NAGAR BHOPAL, Madhya Pradesh, 462020",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,14,1196,Open Seat Quota,"AIIMS, Patna,Phulwar isharif, Patna, Bihar-801507, Bihar, 801507",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,15,1220,Open Seat Quota,"AIIMS Bathinda ,Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,16,1419,All India,"Dr. B.S.A. Medical College, Delhi,DR.BAB A SAHEB AMBEDKAR MEDICAL COLLEGE and HOSPITAL, ROHINI SEC- 6, DELHI- 110085, Delhi (NCT), 110085",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,17,1476,Open Seat Quota,"AIIMS, Patna,Phulwar isharif, Patna, Bihar-801507, Bihar, 801507",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,18,1526,All India,"Pt. D.D.U MEDICAL COLLEGE, RAJKOT,Civil Hospital Campus, Jamnagar Road Rajkot 360001, Gujarat, 360001",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,19,1536,Open Seat Quota,"AIIMS Rajkot,Admissi on cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand, Gujarat, 360110",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,20,1630,All India,"Dr. B.S.A. Medical College, Delhi,DR.BAB A SAHEB AMBEDKAR MEDICAL COLLEGE and HOSPITAL, ROHINI SEC- 6, DELHI- 110085, Delhi (NCT), 110085",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,21,1650,All India,"Dr. B.S.A. Medical College, Delhi,DR.BAB A SAHEB AMBEDKAR MEDICAL COLLEGE and HOSPITAL, ROHINI SEC- 6, DELHI- 110085, Delhi (NCT), 110085",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,22,1711,Open Seat Quota,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,23,1752,All India,"NDMC Medical College, Delhi,North Delhi Municipal Corporation Medical College and Hindu Rao Hospital, Malka Ganj, Delhi (NCT), 110007",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,24,1911,Open Seat Quota,"AIIMS, Patna,Phulwar isharif, Patna, Bihar-801507, Bihar, 801507",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,25,1915,Open Seat Quota,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI MANGALAGI RI GUNTUR (Dt) ANDHRA PRADESH, Andhra Pradesh, 522503",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,26,1930,Open Seat Quota,"AIIMS Mangalagiri ,ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI MANGALAGI RI GUNTUR (Dt) ANDHRA PRADESH, Andhra Pradesh, 522503",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,27,2004,Open Seat Quota,"AIIMS, Patna,Phulwar isharif, Patna, Bihar-801507, Bihar, 801507",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,28,2045,All India,"GOVT.MEDIC AL COLLEGE, AMRITSAR,CI RCULAR ROAD, AMRITSAR- 143001, Punjab, 143001",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,29,2048,All India,"MADRAS MEDICAL COLLEGE, CHENNAI,MA DRAS MEDICAL COLLEGE EVR PERIYAR SALAI,PARK TOWN,CHEN NAI,TAMIL NADU., Tamil Nadu, 600003",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,30,2059,All India,"KGMC, LUCKNOW,S HAHMINA ROAD, CHOWK, LUCKNOW, Uttar Pradesh, 226003",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,31,2062,Open Seat Quota,"AIIMS, Raipur,Tatiban dh, G E Road, Raipur Chhattisgarh, Pin - 492099, Chhattisgarh, 492099",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,32,2126,All India,"B.J. MEDICAL COLLEGE, AHMEDABAD, B J Medical College, New Civil Hospital Campus, Asarwa, Ahmedabad 380016, Gujarat, 380016",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,33,2194,Open Seat Quota,"AIIMS Rajkot,Admissi on cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand, Gujarat, 360110",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,34,2241,All India,"KGMC, LUCKNOW,S HAHMINA ROAD, CHOWK, LUCKNOW, Uttar Pradesh, 226003",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,35,2271,Open Seat Quota,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,36,2379,All India,"GRANT MEDICAL COLL & SIR J.J.HOSP,MU MBAI,Sir JJ Group of HospitalComp ound, Sir JJ Road, Byculla Mumbai, Maharashtra, 400008",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,37,2384,Open Seat Quota,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,38,2448,Open Seat Quota,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,39,2449,Open Seat Quota,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,40,2573,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad,AII MS Bibinagar (Hyderabad Metropolitan Region) Telangana 508126, Telangana, 508126",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,41,2588,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad,AII MS Bibinagar (Hyderabad Metropolitan Region) Telangana 508126, Telangana, 508126",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,42,2604,All India,"SARDAR PATEL MEDICAL COLLEGE, BIKANER,ME DICAL COLLEGE ROAD, BIKANER, Rajasthan, 334003",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,43,2618,All India,"GOVT. MEDICAL COLLEGE,PA TIALA,Sangrur road Government Medical College, Patiala, Punjab, 147001",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,44,2669,Open Seat Quota,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,45,2749,Open Seat Quota,"AIIMS, Gorakhpur ,AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,46,2763,Open Seat Quota,"AIIMS Jammu,AIIMS, Vijaypur, Jammu, Jammu and Kashmir, Jammu And Kashmir, 184120",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,47,2772,All India,"KGMC, LUCKNOW,S HAHMINA ROAD, CHOWK, LUCKNOW, Uttar Pradesh, 226003",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,48,2773,Open Seat Quota,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,49,2797,Open Seat Quota,"AIIMS Bathinda ,Jodhpur Romana near Giani Zail Singh College Mandi Dabwali Road Bathinda, Punjab, 151001",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,50,2804,Open Seat Quota,"AIIMS Jammu,AIIMS, Vijaypur, Jammu, Jammu and Kashmir, Jammu And Kashmir, 184120",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,51,2873,All India,"GRANT MEDICAL COLL & SIR J.J.HOSP,MU MBAI,Sir JJ Group of HospitalComp ound, Sir JJ Road, Byculla Mumbai, Maharashtra, 400008",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,52,2899,Open Seat Quota,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,53,2927,Open Seat Quota,"AIIMS, Patna,Phulwar isharif, Patna, Bihar-801507, Bihar, 801507",MBBS,EWS,EWS,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,54,2930,Open Seat Quota,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,55,2965,All India,"TOPIWALA NATIONAL MEDICAL COLLEGE,MU MBAI,Dr. A.L. Nair Road, Mumbai Central, Mumbai, Maharashtra, 400008",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,56,2973,All India,"GOVT. MEDICAL COLLEGE,PA TIALA,Sangrur road Government Medical College, Patiala, Punjab, 147001",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,57,2994,Open Seat Quota,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,58,3071,All India,"INDIRA GANDHI MEDICAL COLL., SHIMLA,IGMC SHIMLA NEAR LAKKARBAZA R SHIMLA, Himachal Pradesh, 171001",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,59,3114,All India,"INDIRA GANDHI MEDICAL COLL., SHIMLA,IGMC SHIMLA NEAR LAKKARBAZA R SHIMLA, Himachal Pradesh, 171001",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,60,3139,Open Seat Quota,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,61,3174,All India,"KGMC, LUCKNOW,S HAHMINA ROAD, CHOWK, LUCKNOW, Uttar Pradesh, 226003",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,62,3182,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,63,3215,All India,"GOVT. MEDICAL COLLEGE, KOZHIKODE, Principal, Govt. Medical College, Medical College (P.O)- Kozhikode, Kerala, 673008",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,64,3311,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,65,3315,All India,"INDIRA GANDHI MEDICAL COLL., SHIMLA,IGMC SHIMLA NEAR LAKKARBAZA R SHIMLA, Himachal Pradesh, 171001",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,66,3386,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad,AII MS Bibinagar (Hyderabad Metropolitan Region) Telangana 508126, Telangana, 508126",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,67,3432,All India,"MEDICAL COLLEGE, BARODA,Gov ernment Medical College Baroda, Anandpura, Vadodara Pin No 390001, Gujarat, 390001",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,68,3445,Open Seat Quota,"AIIMS, Kalyani,NH-34 Connector, Basantapur, Saguna, Kalyani, 741245, West Bengal, India, West Bengal, 741245",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,69,3451,All India,"NDMC Medical College, Delhi,North Delhi Municipal Corporation Medical College and Hindu Rao Hospital, Malka Ganj, Delhi (NCT), 110007",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,70,3475,Open Seat Quota,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,71,3479,All India,"M.G.M. MEDICAL COLLEGE, INDORE,AB ROAD INDORE, Madhya Pradesh, 452001",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,72,3487,Open Seat Quota,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,73,3514,All India,"B.J. Government Medical College, Pune,Sassoon Hospital Compound, Near Pune Railway station J.P. Narayan Road, Pune, Maharashtra, 411001",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,74,3544,All India,"Gandhi Medical College Musheerabad Secunderabad ,MUSHEERAB AD, SECUNDERA BAD, Telangana, 500003",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,75,3545,All India,"SARDAR PATEL MEDICAL COLLEGE, BIKANER,ME DICAL COLLEGE ROAD, BIKANER, Rajasthan, 334003",MBBS,Open,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,76,3549,Open Seat Quota,"AIIMS, Rai Bareli ,All India Institute of Medical Sciences Raebareli, Uttar Pradesh, 229405",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,77,3565,All India,"Gandhi Medical College Musheerabad Secunderabad ,MUSHEERAB AD, SECUNDERA BAD, Telangana, 500003",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,78,3595,Open Seat Quota,"Jawaharlal Nehru Medical College, AMU,ALIGAR H,ALIGARH MUSLIM UNIVERSITY, ALIGARH, Uttar Pradesh, 202002",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,79,3611,Open Seat Quota,"AIIMS Guwahati,PO- CHANGSARI, DISTRICT- KAMRUP, Assam, 781101",MBBS,Open,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,80,3630,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh,All India Institute of Medical Sciences AIIMS Bilaspur Kothipura BILASPUR Himachal Pradesh 174001, Himachal Pradesh, 174001",MBBS,EWS,EWS,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,81,3661,Open Seat Quota,"Jawaharlal Nehru Medical College, AMU,ALIGAR H,ALIGARH MUSLIM UNIVERSITY, ALIGARH, Uttar Pradesh, 202002",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,82,3686,Open Seat Quota,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,83,3722,Open Seat Quota,"AIIMS Guwahati,PO- CHANGSARI, DISTRICT- KAMRUP, Assam, 781101",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,84,3727,Open Seat Quota,"AIIMS Guwahati,PO- CHANGSARI, DISTRICT- KAMRUP, Assam, 781101",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,85,3731,Open Seat Quota,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,86,3752,Open Seat Quota,"Jawaharlal Nehru Medical College, AMU,ALIGAR H,ALIGARH MUSLIM UNIVERSITY, ALIGARH, Uttar Pradesh, 202002",MBBS,Open,EWS,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,87,3764,Open Seat Quota,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,88,3784,Open Seat Quota,"AIIMS Guwahati,PO- CHANGSARI, DISTRICT- KAMRUP, Assam, 781101",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,89,3786,All India,"NEIGRIHMS, SHILLONG,M awdiangdiang Shillong East Khasi Hills District, Meghalaya, 793018",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,90,3868,All India,"TOPIWALA NATIONAL MEDICAL COLLEGE,MU MBAI,Dr. A.L. Nair Road, Mumbai Central, Mumbai, Maharashtra, 400008",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,91,3869,All India,"RUHS College of Medical Sciences, Jaipur,RUHS COLLEGE OF MEDICAL SCIENCES, SECTOR -11, PRATAP NAGAR, SANGANER, JAIPUR 302033, Rajasthan, 302033",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,92,3890,All India,"SETH G.S. MEDICAL COLLEGE, MUMBAI,ACH ARYA DONDE MARG PAREL MUMBAI, Maharashtra, 400012",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,93,3944,All India,"RUHS College of Medical Sciences, Jaipur,RUHS COLLEGE OF MEDICAL SCIENCES, SECTOR -11, PRATAP NAGAR, SANGANER, JAIPUR 302033, Rajasthan, 302033",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,94,3948,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad,AII MS Bibinagar (Hyderabad Metropolitan Region) Telangana 508126, Telangana, 508126",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,95,3981,All India,"MEDICAL COLLEGE, KOLKATA,88, College Street, Kolkata- 700073, West Bengal, 700073",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,96,3984,All India,"INST OF PG MED EDU & RESEARCH,K OLKATA,244 AJC Bose Road, Kolkata, West Bengal, 700020",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,97,3990,All India,"B.J. Government Medical College, Pune,Sassoon Hospital Compound, Near Pune Railway station J.P. Narayan Road, Pune, Maharashtra, 411001",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,98,4020,Open Seat Quota,"AIIMS, Bibi Nagar, Hyderabad,AII MS Bibinagar (Hyderabad Metropolitan Region) Telangana 508126, Telangana, 508126",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,99,4070,All India,"B.J. Government Medical College, Pune,Sassoon Hospital Compound, Near Pune Railway station J.P. Narayan Road, Pune, Maharashtra, 411001",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,100,4076,All India,"RUHS College of Medical Sciences, Jaipur,RUHS COLLEGE OF MEDICAL SCIENCES, SECTOR -11, PRATAP NAGAR, SANGANER, JAIPUR 302033, Rajasthan, 302033",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,101,4122,Open Seat Quota,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,102,4181,Open Seat Quota,"AIIMS, Deogarh ,AIIMS Deoghar Devipur, Jharkhand India, PIN - 814152, Jharkhand, 814152",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,103,4189,All India,"NEIGRIHMS, SHILLONG,M awdiangdiang Shillong East Khasi Hills District, Meghalaya, 793018",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,104,4213,All India,"RUHS College of Medical Sciences, Jaipur,RUHS COLLEGE OF MEDICAL SCIENCES, SECTOR -11, PRATAP NAGAR, SANGANER, JAIPUR 302033, Rajasthan, 302033",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,105,4304,All India,"GOVT. MEDICAL COLLEGE,PA TIALA,Sangrur road Government Medical College, Patiala, Punjab, 147001",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,106,4318,All India,"RUHS College of Medical Sciences, Jaipur,RUHS COLLEGE OF MEDICAL SCIENCES, SECTOR -11, PRATAP NAGAR, SANGANER, JAIPUR 302033, Rajasthan, 302033",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,107,4326,Open Seat Quota,"AIIMS Guwahati,PO- CHANGSARI, DISTRICT- KAMRUP, Assam, 781101",MBBS,OBC,OBC,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,108,4349,All India,"RUHS College of Medical Sciences, Jaipur,RUHS COLLEGE OF MEDICAL SCIENCES, SECTOR -11, PRATAP NAGAR, SANGANER, JAIPUR 302033, Rajasthan, 302033",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,109,4352,All India,"GOVT.MEDIC AL COLLEGE,THI RUVANANTH APURAM,OFF ICE OF THE PRINCIPAL,G OVT.MEDICA L COLLEGE THIRUVANAN THAPURAM, MEDICAL COLLEGE PO,KERALA, Kerala, 695011",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,110,4385,All India,"PT. B.D. SHARMA PGIMS, ROHTAK,Pt. B.D. Sharma PGIMS, Rohtak, Haryana, 124001",MBBS,Open,OBC,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,111,4397,All India,"Govt institute of Medcial Sciences, GREATER NOIDA,GOVE RNMENT INSTITUTE OF MEDICAL SCIENCES GREATER NOIDA GAUTAM BUDH NAGAR UTTAR PRADESH, Uttar Pradesh, 201310",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,112,4441,All India,"GOVT. MEDICAL COLLEGE,PA TIALA,Sangrur road Government Medical College, Patiala, Punjab, 147001",MBBS,Open,General,Upgraded
019_final_result_round_3_ug_counselling_2024.pdf,3,113,4447,All India,"GOVERNMEN T MEDICAL COLLEGE, SURAT,Out Side Majura Gate, New Civil Hospital Campus, Opp. Income Tax office, Surat - 395001, Gujarat, 395001",MBBS,Open,General,Fresh Allotted in 3nd Round
019_final_result_round_3_ug_counselling_2024.pdf,3,114,4449,All India,"RUHS College of Medical Sciences, Jaipur,RUHS COLLEGE OF MEDICAL SCIENCES, SECTOR -11, PRATAP NAGAR, SANGANER, JAIPUR 302033, Rajasthan, 302033",MBBS,OBC,OBC,Fresh Allotted in 3nd Round
