measure,population,n_positive_unweighted,share_rows_positive_unweighted,p10,p25,p50,p75,p90,p95,mean_weighted,unit,source_wave,notes
private_coaching_amt,currently_attending_with_positive_amount,26761,0.17541525190419383,1200.0,1800.0,3000.0,6000.0,10000.0,15000.0,5024.526017525964,INR_academic_year_2017_18,nss_education_2017_18,Not NEET-specific; prep_higher_studies is closest entrance-prep proxy
exp_prep_higher_studies_amt,currently_attending_with_positive_amount,2120,0.013896354173494671,500.0,1000.0,3000.0,8000.0,24000.0,42000.0,9446.534347194136,INR_academic_year_2017_18,nss_education_2017_18,Not NEET-specific; prep_higher_studies is closest entrance-prep proxy
