year,phase,serial_no,state_rank,candidate_category,allotted_category,college_code,college_name,course,seat_type,option_no,source_file
2025,1,22,47,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,23,52,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,24,55,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,25,56,GN,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,26,57,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,27,60,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,28,63,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,29,65,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,30,66,GN,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,31,67,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,32,70,EW,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,33,72,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,34,73,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,35,74,BH,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,36,75,GN,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,37,76,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,38,77,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,39,78,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,40,79,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,41,81,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,42,83,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,43,84,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,44,85,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,45,86,GN,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,46,87,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,47,89,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,48,90,GN,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,49,91,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,50,92,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,51,93,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,52,94,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,53,95,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,54,97,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,55,98,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,56,99,GN,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,57,100,GN,,ALP,"T D Govt. Medical College, Alappuzha",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,58,101,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,59,103,LA,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,60,104,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,61,105,EW,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,62,106,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,63,107,MU,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,64,110,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,65,111,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,66,112,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,67,113,EW,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,68,114,VK,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,69,115,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,70,117,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,71,118,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,72,120,MU,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,73,121,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,74,122,EW,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,75,123,GN,,TCM,"Govt. Medical College, Thrissur",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,76,124,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,77,125,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,78,126,EZ,,TCM,"Govt. Medical College, Thrissur",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,79,128,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,80,129,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,81,130,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,82,131,GN,,KTM,"Govt. Medical College, Kottayam",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,83,132,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,84,133,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,85,134,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,86,135,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,87,136,EZ,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,88,137,SC,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,89,138,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,90,139,BH,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,91,140,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,92,142,MU,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,93,143,GN,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,94,144,EW,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,95,145,LA,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,96,146,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,97,147,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,98,148,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,99,150,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,100,151,VK,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,101,152,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,102,153,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,103,154,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,104,155,LA,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,105,156,GN,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,106,157,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,107,158,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,108,159,GN,,TCM,"Govt. Medical College, Thrissur",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,109,160,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,110,161,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,111,162,VK,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,112,163,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,113,164,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,114,165,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,115,166,BX,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,116,167,EW,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,117,168,BH,,TCM,"Govt. Medical College, Thrissur",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,118,169,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,119,170,GN,,KTM,"Govt. Medical College, Kottayam",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,120,171,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,121,172,SC,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,122,173,GN,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,123,174,MU,,KTM,"Govt. Medical College, Kottayam",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,124,175,GN,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,125,176,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,126,177,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,127,178,GN,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,128,179,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,129,180,BH,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,130,181,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,131,182,GN,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,132,183,GN,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,133,184,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-EZ,1,mbbs_p1_final.pdf
2025,1,134,185,BH,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-BH,1,mbbs_p1_final.pdf
2025,1,135,186,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-MU,1,mbbs_p1_final.pdf
2025,1,136,187,EW,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-EW,1,mbbs_p1_final.pdf
2025,1,137,188,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-EZ,1,mbbs_p1_final.pdf
2025,1,138,189,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-MU,1,mbbs_p1_final.pdf
2025,1,139,190,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,140,191,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-MU,1,mbbs_p1_final.pdf
2025,1,141,192,EW,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,142,193,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,143,194,LA,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-LA,1,mbbs_p1_final.pdf
2025,1,144,195,GN,,KTM,"Govt. Medical College, Kottayam",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,145,196,EW,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,146,197,GN,,KTM,"Govt. Medical College, Kottayam",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,147,198,GN,,KTM,"Govt. Medical College, Kottayam",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,148,199,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-MU,1,mbbs_p1_final.pdf
2025,1,149,200,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,150,201,GN,,KKM,"Govt. Medical College, Kozhikkode",MBBS,XS,1,mbbs_p1_final.pdf
2025,1,151,202,EZ,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,152,203,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-MU,1,mbbs_p1_final.pdf
2025,1,153,204,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-MU,1,mbbs_p1_final.pdf
2025,1,154,205,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-MU,1,mbbs_p1_final.pdf
2025,1,155,206,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,156,207,GN,,KTM,"Govt. Medical College, Kottayam",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,157,208,EZ,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,158,209,EZ,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,159,210,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,160,211,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,161,212,MU,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,162,213,EZ,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,163,214,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,164,215,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-EZ,1,mbbs_p1_final.pdf
2025,1,165,216,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,166,217,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,167,218,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-MU,1,mbbs_p1_final.pdf
2025,1,168,219,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-MU,1,mbbs_p1_final.pdf
2025,1,169,220,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-MU,1,mbbs_p1_final.pdf
2025,1,170,221,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-MU,1,mbbs_p1_final.pdf
2025,1,171,222,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,172,223,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,173,224,LA,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,174,225,EZ,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,175,226,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-EZ,1,mbbs_p1_final.pdf
2025,1,176,227,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-MU,1,mbbs_p1_final.pdf
2025,1,177,228,GN,,MLP,"Govt. Medical College, Manjeri",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,178,229,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,179,230,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,180,231,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-MU,1,mbbs_p1_final.pdf
2025,1,181,232,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-EZ,1,mbbs_p1_final.pdf
2025,1,182,233,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-MU,1,mbbs_p1_final.pdf
2025,1,183,234,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-EZ,1,mbbs_p1_final.pdf
2025,1,184,235,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,185,236,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,186,237,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,187,238,GN,,KTM,"Govt. Medical College, Kottayam",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,188,239,MU,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-MU,1,mbbs_p1_final.pdf
2025,1,189,240,MU,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,190,241,GN,,KTM,"Govt. Medical College, Kottayam",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,191,242,BH,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-BH,1,mbbs_p1_final.pdf
2025,1,192,243,MU,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,193,244,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,194,245,GN,,TCM,"Govt. Medical College, Thrissur",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,195,246,MU,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,196,247,MU,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,197,248,GN,,TCM,"Govt. Medical College, Thrissur",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,198,249,MU,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,199,250,MU,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,200,251,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,201,252,MU,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,202,253,EZ,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,203,254,MU,,TCM,"Govt. Medical College, Thrissur",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,204,255,MU,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,205,256,MU,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,206,257,GN,,TCM,"Govt. Medical College, Thrissur",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,207,258,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-EZ,1,mbbs_p1_final.pdf
2025,1,208,259,MU,,TCM,"Govt. Medical College, Thrissur",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,209,260,MU,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,210,261,MU,,MLP,"Govt. Medical College, Manjeri",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,211,262,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-EZ,1,mbbs_p1_final.pdf
2025,1,212,263,MU,,TCM,"Govt. Medical College, Thrissur",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,213,264,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,214,265,EZ,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,215,266,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,216,267,EZ,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,217,268,MU,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,218,269,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,219,270,MU,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,220,271,EZ,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-EZ,1,mbbs_p1_final.pdf
2025,1,221,272,EW,,KKM,"Govt. Medical College, Kozhikkode",MBBS,SM-EW,1,mbbs_p1_final.pdf
2025,1,222,273,BX,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,223,274,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,224,275,MU,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,225,276,MU,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,226,277,GN,,TCM,"Govt. Medical College, Thrissur",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,227,278,GN,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,228,279,EW,,TVM,"Govt. Medical College, Thiruvananthapuram",MBBS,SM,1,mbbs_p1_final.pdf
2025,1,229,280,MU,,TCM,"Govt. Medical College, Thrissur",MBBS,SM,2,mbbs_p1_final.pdf
2025,1,230,281,MU,,TCM,"Govt. Medical College, Thrissur",MBBS,SM,2,mbbs_p1_final.pdf
