year,phase,course,college_code,college_name,college_type,category,last_rank,other_categories_raw,source_file
2025,1,MBBS,ADC,"Annoor Dental College, Puthuppady, Muvattupuzha",S,EW,37442,,mbbs_lrank_final.pdf
2025,1,MBBS,AID,"Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode",S,SM,22722,,mbbs_lrank_final.pdf
2025,1,MBBS,AID,"Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode",S,EZ,28938,,mbbs_lrank_final.pdf
2025,1,MBBS,AID,"Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode",S,MU,24546,,mbbs_lrank_final.pdf
2025,1,MBBS,AID,"Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode",S,LA,28293,,mbbs_lrank_final.pdf
2025,1,MBBS,AID,"Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode",S,DV,24209,,mbbs_lrank_final.pdf
2025,1,MBBS,AID,"Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode",S,VK,28882,,mbbs_lrank_final.pdf
2025,1,MBBS,AID,"Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode",S,BH,24453,,mbbs_lrank_final.pdf
2025,1,MBBS,AID,"Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode",S,BX,24220,,mbbs_lrank_final.pdf
2025,1,MBBS,AID,"Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode",S,KN,23897,,mbbs_lrank_final.pdf
2025,1,MBBS,AID,"Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode",S,KU,37360,,mbbs_lrank_final.pdf
2025,1,MBBS,AID,"Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode",S,SC,25133,,mbbs_lrank_final.pdf
2025,1,MBBS,AID,"Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode",S,ST,40133,,mbbs_lrank_final.pdf
2025,1,MBBS,AID,"Sree Anjaneya Institue of Dental Scinces, Atholi, Kozhikode",S,EW,32920,,mbbs_lrank_final.pdf
2025,1,MBBS,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",S,SM,19249,"MM:25458, NR:44350",mbbs_lrank_final.pdf
2025,1,MBBS,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",S,EZ,21834,,mbbs_lrank_final.pdf
2025,1,MBBS,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",S,MU,21532,,mbbs_lrank_final.pdf
2025,1,MBBS,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",S,LA,22603,,mbbs_lrank_final.pdf
2025,1,MBBS,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",S,DV,23383,,mbbs_lrank_final.pdf
2025,1,MBBS,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",S,VK,22377,,mbbs_lrank_final.pdf
2025,1,MBBS,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",S,BH,21928,,mbbs_lrank_final.pdf
2025,1,MBBS,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",S,BX,,,mbbs_lrank_final.pdf
2025,1,MBBS,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",S,KN,26919,,mbbs_lrank_final.pdf
2025,1,MBBS,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",S,KU,27474,,mbbs_lrank_final.pdf
2025,1,MBBS,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",S,SC,21982,,mbbs_lrank_final.pdf
2025,1,MBBS,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",S,ST,38057,,mbbs_lrank_final.pdf
2025,1,MBBS,AZD,"Azeezia College of Dental Science, Meyyannoor, Kollam",S,EW,42273,,mbbs_lrank_final.pdf
2025,1,MBBS,EID,"Educare Institute of Dental Sciences, Malappuram",S,SM,22003,MM:26763,mbbs_lrank_final.pdf
2025,1,MBBS,EID,"Educare Institute of Dental Sciences, Malappuram",S,EZ,27104,,mbbs_lrank_final.pdf
2025,1,MBBS,EID,"Educare Institute of Dental Sciences, Malappuram",S,MU,22959,,mbbs_lrank_final.pdf
2025,1,MBBS,EID,"Educare Institute of Dental Sciences, Malappuram",S,LA,27966,,mbbs_lrank_final.pdf
2025,1,MBBS,EID,"Educare Institute of Dental Sciences, Malappuram",S,DV,25008,,mbbs_lrank_final.pdf
2025,1,MBBS,EID,"Educare Institute of Dental Sciences, Malappuram",S,VK,27131,,mbbs_lrank_final.pdf
2025,1,MBBS,EID,"Educare Institute of Dental Sciences, Malappuram",S,BH,23644,,mbbs_lrank_final.pdf
2025,1,MBBS,EID,"Educare Institute of Dental Sciences, Malappuram",S,BX,24961,,mbbs_lrank_final.pdf
2025,1,MBBS,EID,"Educare Institute of Dental Sciences, Malappuram",S,KN,25507,,mbbs_lrank_final.pdf
2025,1,MBBS,EID,"Educare Institute of Dental Sciences, Malappuram",S,KU,37966,,mbbs_lrank_final.pdf
2025,1,MBBS,EID,"Educare Institute of Dental Sciences, Malappuram",S,SC,24738,,mbbs_lrank_final.pdf
2025,1,MBBS,EID,"Educare Institute of Dental Sciences, Malappuram",S,ST,40358,,mbbs_lrank_final.pdf
2025,1,MBBS,EID,"Educare Institute of Dental Sciences, Malappuram",S,EW,31012,,mbbs_lrank_final.pdf
2025,1,MBBS,IGD,"Indira Gandhi Institute of Dental Sciences, Kothamangalam",S,SM,21150,NR:42359,mbbs_lrank_final.pdf
2025,1,MBBS,IGD,"Indira Gandhi Institute of Dental Sciences, Kothamangalam",S,EZ,24161,,mbbs_lrank_final.pdf
2025,1,MBBS,IGD,"Indira Gandhi Institute of Dental Sciences, Kothamangalam",S,MU,23271,,mbbs_lrank_final.pdf
2025,1,MBBS,IGD,"Indira Gandhi Institute of Dental Sciences, Kothamangalam",S,LA,25574,,mbbs_lrank_final.pdf
2025,1,MBBS,IGD,"Indira Gandhi Institute of Dental Sciences, Kothamangalam",S,DV,22992,,mbbs_lrank_final.pdf
2025,1,MBBS,IGD,"Indira Gandhi Institute of Dental Sciences, Kothamangalam",S,VK,25814,,mbbs_lrank_final.pdf
2025,1,MBBS,IGD,"Indira Gandhi Institute of Dental Sciences, Kothamangalam",S,BH,23309,,mbbs_lrank_final.pdf
2025,1,MBBS,IGD,"Indira Gandhi Institute of Dental Sciences, Kothamangalam",S,BX,22969,,mbbs_lrank_final.pdf
