year,phase,course,college_code,college_name,college_type,category,last_rank,other_categories_raw,source_file
2025,2,MBBS,ALP,"T D Govt. Medical College, Alappuzha",G,SM,787,"DA:13014, PD:39940, PI:2, SD:834, XS:1026",mbbs_lrank_p2_final.pdf
2025,2,MBBS,ALP,"T D Govt. Medical College, Alappuzha",G,EZ,996,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,ALP,"T D Govt. Medical College, Alappuzha",G,MU,826,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,ALP,"T D Govt. Medical College, Alappuzha",G,LA,2103,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,ALP,"T D Govt. Medical College, Alappuzha",G,DV,5062,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,ALP,"T D Govt. Medical College, Alappuzha",G,VK,1392,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,ALP,"T D Govt. Medical College, Alappuzha",G,BH,1242,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,ALP,"T D Govt. Medical College, Alappuzha",G,BX,1495,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,ALP,"T D Govt. Medical College, Alappuzha",G,KN,7817,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,ALP,"T D Govt. Medical College, Alappuzha",G,KU,8753,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,ALP,"T D Govt. Medical College, Alappuzha",G,SC,10163,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,ALP,"T D Govt. Medical College, Alappuzha",G,ST,20723,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,ALP,"T D Govt. Medical College, Alappuzha",G,EW,1753,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,CMC,"Govt. Medical College, Ernakulam",G,SM,859,"DA:13937, PD:42969, PI:3",mbbs_lrank_p2_final.pdf
2025,2,MBBS,CMC,"Govt. Medical College, Ernakulam",G,EZ,1086,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,CMC,"Govt. Medical College, Ernakulam",G,MU,975,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,CMC,"Govt. Medical College, Ernakulam",G,LA,2189,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,CMC,"Govt. Medical College, Ernakulam",G,DV,4817,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,CMC,"Govt. Medical College, Ernakulam",G,VK,1439,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,CMC,"Govt. Medical College, Ernakulam",G,BH,1277,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,CMC,"Govt. Medical College, Ernakulam",G,BX,1602,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,CMC,"Govt. Medical College, Ernakulam",G,KN,7990,,mbbs_lrank_p2_final.pdf
2025,2,MBBS,CMC,"Govt. Medical College, Ernakulam",G,KU,15753,,mbbs_lrank_p2_final.pdf
